ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240620,00950,0000002124,시장가,02,매수,005930,삼성전자,554,093054,554,81606,45210000,01,4,ai
20240620,00950,0000002135,시장가,02,매수,000660,SK하이닉스,193,093106,193,234500,45258500,01,4,ai
20240620,00950,0000002144,시장가,02,매수,000990,DB하이텍,875,093120,875,51867,45384000,01,4,ai
20240620,00950,0000002155,시장가,02,매수,033640,네패스,2903,093133,2903,15577,45222400,01,4,ai
20240620,00950,0000002172,시장가,02,매수,066570,LG전자,416,093155,416,108431,45107700,01,4,ai
20240620,00950,0000002186,시장가,02,매수,217820,원익피앤이,9856,093220,9856,4588,45220635,01,4,ai
20240620,00950,0000002677,시장가,02,매수,053610,프로텍,1424,095017,1424,31643,45060900,01,4,ai
20240620,00950,0000002890,시장가,02,매수,093370,후성,5944,095936,5944,7599,45171920,01,4,ai
20240620,00950,0000009786,시장가,02,매수,118990,모트렉스,3309,140507,3309,13682,45274000,01,4,ai
20240620,00950,0000011034,시장가,01,매도,000660,SK하이닉스,193,151005,193,236981,45737500,01,4,ai
20240620,00950,0000011036,시장가,01,매도,000990,DB하이텍,875,151008,875,57618,50416600,01,4,ai
20240620,00950,0000011042,시장가,01,매도,005930,삼성전자,554,151010,554,81970,45411800,01,4,ai
20240620,00950,0000011048,시장가,01,매도,033640,네패스,2903,151013,2808,15652,43951580,01,4,ai
20240620,00950,0000011054,시장가,01,매도,035510,신세계 I&C,3924,151017,949,10643,10100900,01,4,ai
20240620,00950,0000011062,시장가,01,매도,053610,프로텍,1424,151021,1401,31567,44226650,01,4,ai
