ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id
20240527,00950,0000014773,시장가,02,매수,005930,삼성전자,212,145459,212,77174,16361000,01,1
20240527,00950,0000015467,시장가,01,매도,005930,삼성전자,212,151535,212,77685,16469300,01,1
