ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240612,00950,0000002512,시장가,02,매수,000990,DB하이텍,381,093505,381,43198,16458700,01,1,ai
20240612,00950,0000002518,시장가,02,매수,033640,네패스,946,093513,946,17389,16450790,01,1,ai
20240612,00950,0000002530,시장가,02,매수,093370,후성,2058,093522,2058,7979,16422710,01,1,ai
20240612,00950,0000003591,시장가,01,매도,000990,DB하이텍,381,101842,381,42711,16273200,01,1,ai
20240612,00950,0000003599,시장가,01,매도,033640,네패스,946,101845,946,17300,16366110,01,1,ai
20240612,00950,0000003606,시장가,01,매도,093370,후성,2058,101847,2058,7934,16330110,01,1,ai
20240612,00950,0000003632,시장가,02,매수,005930,삼성전자,26,101945,26,75623,1966200,01,1,ai
20240612,00950,0000003640,시장가,02,매수,000990,DB하이텍,46,101957,46,42763,1967100,01,1,ai
20240612,00950,0000003653,시장가,02,매수,118990,모트렉스,150,102019,150,13260,1989000,01,1,ai
20240612,00950,0000003688,시장가,02,매수,217820,원익피앤이,381,102112,381,5219,1988480,01,1,ai
20240612,00950,0000003746,시장가,02,매수,053610,프로텍,111,102423,111,32550,3613050,01,1,ai
20240612,00950,0000003900,시장가,02,매수,093370,후성,456,103344,456,7980,3638880,01,1,ai
20240612,00950,0000004239,시장가,02,매수,000660,SK하이닉스,17,105333,17,213441,3628500,01,1,ai
20240612,00950,0000010309,시장가,02,매수,066570,LG전자,36,142142,36,100319,3611500,01,1,ai
