ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240611,00950,0000002445,시장가,02,매수,033640,네패스,190,093405,190,17359,3298390,01,3,ai
20240611,00950,0000002452,시장가,02,매수,093370,후성,424,093412,424,7780,3299060,01,3,ai
20240611,00950,0000002464,시장가,02,매수,217820,원익피앤이,676,093429,676,4880,3299225,01,3,ai
20240611,00950,0000007678,시장가,01,매도,033640,네패스,190,113204,190,17260,3279540,01,3,ai
20240611,00950,0000007682,시장가,01,매도,093370,후성,424,113205,424,7857,3331550,01,3,ai
20240611,00950,0000007684,시장가,01,매도,217820,원익피앤이,676,113206,676,4999,3379995,01,3,ai
20240611,00950,0000007731,시장가,02,매수,093370,후성,423,113434,423,7848,3320100,01,3,ai
20240611,00950,0000007740,시장가,02,매수,217820,원익피앤이,664,113500,664,5000,3320060,01,3,ai
20240611,00950,0000007743,시장가,02,매수,035510,신세계 I&C,307,113504,307,10764,3304840,01,3,ai
20240611,00950,0000012694,시장가,01,매도,035510,신세계 I&C,307,151003,307,10603,3255290,01,3,ai
20240611,00950,0000012695,시장가,01,매도,093370,후성,423,151005,423,8000,3384000,01,3,ai
20240611,00950,0000012696,시장가,01,매도,217820,원익피앤이,664,151007,664,5019,3332650,01,3,ai
