ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240620,00950,0000002131,시장가,02,매수,000990,DB하이텍,187,093104,187,51791,9685000,01,5,ai
20240620,00950,0000002168,시장가,02,매수,217820,원익피앤이,2120,093150,2120,4591,9734650,01,5,ai
20240620,00950,0000002354,시장가,02,매수,066570,LG전자,89,093735,89,108900,9692100,01,5,ai
20240620,00950,0000008980,시장가,02,매수,000660,SK하이닉스,41,131445,41,237000,9717000,01,5,ai
20240620,00950,0000009820,시장가,02,매수,118990,모트렉스,707,140555,707,13767,9733920,01,5,ai
20240620,00950,0000011059,시장가,01,매도,000660,SK하이닉스,41,151021,41,236731,9706000,01,5,ai
20240620,00950,0000011072,시장가,01,매도,000990,DB하이텍,187,151024,187,57605,10772200,01,5,ai
20240620,00950,0000011081,시장가,01,매도,035510,신세계 I&C,131,151028,131,10650,1395150,01,5,ai
20240620,00950,0000011092,시장가,01,매도,066570,LG전자,89,151031,89,108506,9657100,01,5,ai
20240620,00950,0000011102,시장가,01,매도,118990,모트렉스,707,151035,707,13570,9593990,01,5,ai
20240620,00950,0000011112,시장가,01,매도,217820,원익피앤이,2120,151038,2120,4543,9632690,01,5,ai
