ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240620,00950,0000002133,시장가,02,매수,000990,DB하이텍,883,093104,883,51798,45738300,01,9,ai
20240620,00950,0000002167,시장가,02,매수,217820,원익피앤이,9979,093150,9979,4588,45784875,01,9,ai
20240620,00950,0000009102,시장가,02,매수,000660,SK하이닉스,192,132707,192,237627,45624500,01,9,ai
20240620,00950,0000009825,시장가,02,매수,118990,모트렉스,3313,140601,3313,13754,45567490,01,9,ai
20240620,00950,0000011087,시장가,01,매도,000660,SK하이닉스,192,151030,192,236968,45498000,01,9,ai
20240620,00950,0000011098,시장가,01,매도,000990,DB하이텍,883,151033,883,57592,50854200,01,9,ai
20240620,00950,0000011108,시장가,01,매도,035510,신세계 I&C,3679,151037,938,10643,9983850,01,9,ai
20240620,00950,0000011118,시장가,01,매도,118990,모트렉스,3313,151040,3299,13583,44811310,01,9,ai
20240620,00950,0000011121,시장가,01,매도,217820,원익피앤이,9979,151044,3093,4544,14056345,01,9,ai
