ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240620,00950,0000002129,시장가,02,매수,000990,DB하이텍,188,093102,188,51794,9737400,01,7,ai
20240620,00950,0000002138,시장가,02,매수,033640,네패스,626,093113,626,15576,9750770,01,7,ai
20240620,00950,0000002152,시장가,02,매수,066570,LG전자,89,093131,89,108700,9674300,01,7,ai
20240620,00950,0000002173,시장가,02,매수,217820,원익피앤이,2129,093157,2129,4591,9774615,01,7,ai
20240620,00950,0000004326,시장가,02,매수,005930,삼성전자,119,104156,119,81900,9746100,01,7,ai
20240620,00950,0000008524,시장가,02,매수,000660,SK하이닉스,41,125246,41,235500,9655500,01,7,ai
20240620,00950,0000009800,시장가,02,매수,118990,모트렉스,711,140523,711,13736,9767000,01,7,ai
20240620,00950,0000011039,시장가,01,매도,000660,SK하이닉스,41,151009,41,236963,9715500,01,7,ai
20240620,00950,0000011045,시장가,01,매도,000990,DB하이텍,188,151012,188,57602,10829200,01,7,ai
20240620,00950,0000011053,시장가,01,매도,005930,삼성전자,119,151016,119,81911,9747500,01,7,ai
20240620,00950,0000011064,시장가,01,매도,033640,네패스,626,151021,626,15660,9803210,01,7,ai
20240620,00950,0000011076,시장가,01,매도,035510,신세계 I&C,137,151026,137,10650,1459050,01,7,ai
20240620,00950,0000011084,시장가,01,매도,066570,LG전자,89,151029,89,108506,9657100,01,7,ai
20240620,00950,0000011097,시장가,01,매도,118990,모트렉스,711,151033,711,13570,9648270,01,7,ai
20240620,00950,0000011107,시장가,01,매도,217820,원익피앤이,2129,151036,2129,4546,9679745,01,7,ai
