ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240614,00950,0000002363,시장가,02,매수,033640,네패스,2331,093613,2331,17063,39773920,01,8,ai
20240614,00950,0000002469,시장가,02,매수,118990,모트렉스,2968,093944,2968,13476,39999210,01,8,ai
20240614,00950,0000002530,시장가,02,매수,005930,삼성전자,496,094307,496,80341,39849300,01,8,ai
20240614,00950,0000018588,시장가,01,매도,005930,삼성전자,496,151016,496,79962,39661300,01,8,ai
20240614,00950,0000018597,시장가,01,매도,010120,LS ELECTRIC,257,151019,257,200577,51548500,01,8,ai
20240614,00950,0000018604,시장가,01,매도,033640,네패스,2331,151022,2331,16998,39624080,01,8,ai
20240614,00950,0000018612,시장가,01,매도,093370,후성,6141,151025,6141,7760,47654860,01,8,ai
20240614,00950,0000018621,시장가,01,매도,118990,모트렉스,2968,151028,2968,13311,39507210,01,8,ai
