ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id
20240529,00950,0000002540,시장가,02,매수,033640,네패스,569,100006,569,17431,9918270,01,1
20240529,00950,0000005097,시장가,02,매수,093370,후성,1541,123327,1541,7748,11940700,01,1
20240529,00950,0000009023,시장가,01,매도,033640,네패스,569,151539,569,17237,9808360,01,1
20240529,00950,0000009030,시장가,01,매도,093370,후성,1541,151541,1541,7570,11666810,01,1
