ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240614,00950,0000002318,시장가,02,매수,033640,네패스,383,093448,383,17109,6553090,01,2,ai
20240614,00950,0000002358,시장가,02,매수,010120,LS ELECTRIC,30,093606,30,191600,5748000,01,2,ai
20240614,00950,0000018580,시장가,01,매도,000660,SK하이닉스,29,151013,29,221000,6409000,01,2,ai
20240614,00950,0000018585,시장가,01,매도,000990,DB하이텍,86,151015,86,40323,3467800,01,2,ai
20240614,00950,0000018594,시장가,01,매도,005930,삼성전자,48,151018,48,80000,3840000,01,2,ai
20240614,00950,0000018603,시장가,01,매도,010120,LS ELECTRIC,30,151022,30,201000,6030000,01,2,ai
20240614,00950,0000018611,시장가,01,매도,033640,네패스,383,151024,383,17004,6512900,01,2,ai
20240614,00950,0000018620,시장가,01,매도,053610,프로텍,190,151027,190,32271,6131500,01,2,ai
20240614,00950,0000018628,시장가,01,매도,066570,LG전자,61,151030,61,98829,6028600,01,2,ai
20240614,00950,0000018636,시장가,01,매도,118990,모트렉스,277,151033,277,13313,3687830,01,2,ai
20240614,00950,0000018644,시장가,01,매도,217820,원익피앤이,704,151037,704,4848,3413475,01,2,ai
