ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240617,00950,0000002166,시장가,02,매수,000660,SK하이닉스,21,092725,21,224500,4714500,01,1,ai
20240617,00950,0000002194,시장가,02,매수,000990,DB하이텍,117,092740,117,41450,4849700,01,1,ai
20240617,00950,0000002225,시장가,02,매수,033640,네패스,287,092753,287,16896,4849360,01,1,ai
20240617,00950,0000002270,시장가,02,매수,118990,모트렉스,363,092822,363,13397,4863170,01,1,ai
20240617,00950,0000002284,시장가,02,매수,217820,원익피앤이,976,092832,976,4971,4852170,01,1,ai
20240617,00950,0000002309,시장가,02,매수,066570,LG전자,48,092852,48,99695,4785400,01,1,ai
20240617,00950,0000002457,시장가,02,매수,053610,프로텍,150,093149,150,32294,4844150,01,1,ai
20240617,00950,0000003539,시장가,02,매수,035510,신세계 I&C,460,095748,460,10548,4852110,01,1,ai
20240617,00950,0000006790,시장가,02,매수,010120,LS ELECTRIC,23,113308,23,204304,4699000,01,1,ai
20240617,00950,0000008189,시장가,02,매수,005930,삼성전자,61,124913,61,79400,4843400,01,1,ai
20240617,00950,0000010269,시장가,01,매도,000660,SK하이닉스,21,151006,21,223476,4693000,01,1,ai
20240617,00950,0000010276,시장가,01,매도,000990,DB하이텍,117,151010,117,43650,5107050,01,1,ai
20240617,00950,0000010283,시장가,01,매도,005930,삼성전자,61,151013,61,78200,4770200,01,1,ai
20240617,00950,0000010291,시장가,01,매도,010120,LS ELECTRIC,23,151017,23,206347,4746000,01,1,ai
20240617,00950,0000010301,시장가,01,매도,033640,네패스,287,151020,287,16846,4834840,01,1,ai
