ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240611,00950,0000002447,시장가,02,매수,033640,네패스,9543,093406,9543,17316,165253810,01,4,ai
20240611,00950,0000002454,시장가,02,매수,093370,후성,21266,093413,21266,7770,165237650,01,4,ai
20240611,00950,0000002470,시장가,02,매수,035510,신세계 I&C,15425,093432,15425,10708,165177310,01,4,ai
20240611,00950,0000007679,시장가,01,매도,033640,네패스,9543,113204,9543,17267,164784690,01,4,ai
20240611,00950,0000007683,시장가,01,매도,035510,신세계 I&C,4749,113205,4749,10608,50378420,01,4,ai
20240611,00950,0000007687,시장가,01,매도,093370,후성,21266,113207,21266,7849,166931590,01,4,ai
20240611,00950,0000012692,시장가,01,매도,035510,신세계 I&C,10676,151003,1929,10607,20462640,01,4,ai
