ord_dt,ord_gno_brno,odno,ord_dvsn_name,sll_buy_dvsn_cd,sll_buy_dvsn_cd_name,pdno,prdt_name,ord_qty,ord_tmd,tot_ccld_qty,avg_prvs,tot_ccld_amt,ord_dvsn_cd,account_id,trade_type
20240614,00950,0000002360,시장가,02,매수,010120,LS ELECTRIC,203,093607,203,191600,38894800,01,6,ai
20240614,00950,0000002466,시장가,02,매수,118990,모트렉스,2901,093932,2901,13447,39011400,01,6,ai
20240614,00950,0000018583,시장가,01,매도,000660,SK하이닉스,57,151015,57,221000,12597000,01,6,ai
20240614,00950,0000018591,시장가,01,매도,005930,삼성전자,32,151017,32,79900,2556800,01,6,ai
20240614,00950,0000018598,시장가,01,매도,010120,LS ELECTRIC,203,151020,203,200598,40721500,01,6,ai
20240614,00950,0000018606,시장가,01,매도,033640,네패스,3159,151023,3159,16998,53697110,01,6,ai
20240614,00950,0000018616,시장가,01,매도,053610,프로텍,377,151027,377,32284,12171350,01,6,ai
20240614,00950,0000018624,시장가,01,매도,066570,LG전자,122,151030,122,98850,12059700,01,6,ai
20240614,00950,0000018634,시장가,01,매도,093370,후성,1522,151033,1522,7756,11804960,01,6,ai
20240614,00950,0000018642,시장가,01,매도,118990,모트렉스,2901,151037,2901,13311,38615440,01,6,ai
